agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
hr_onboarding_agent,3,manager,search_records,crm_api,source_code_repo,4,1,23,0,32,0,0,1,Allowed
data_analytics_agent,2,analyst,export_report,database_api,customer_profile,3,1,37,0,49,0,2,1,Allowed
it_helpdesk_agent,3,analyst,update_record,hris_api,api_key_secret,5,0,89,0,66,1,2,1,Blocked
hr_onboarding_agent,4,manager,send_email,email_api,sales_pipeline,2,0,42,0,69,0,0,1,Blocked
hr_onboarding_agent,2,analyst,delete_record,database_api,sales_pipeline,3,0,94,0,47,1,0,1,Blocked
data_analytics_agent,1,analyst,export_report,database_api,audit_log,4,0,67,0,80,1,0,1,Blocked
sales_crm_agent,3,contractor,search_records,finance_erp_api,payroll_record,5,0,50,0,75,1,0,1,Blocked
customer_support_agent,3,analyst,export_report,finance_erp_api,financial_record,4,0,75,0,83,1,1,1,Blocked
customer_support_agent,3,vendor,update_record,database_api,sales_pipeline,3,0,79,0,39,1,0,1,Blocked
it_helpdesk_agent,4,admin,delete_record,hris_api,system_config,4,1,100,1,55,1,4,1,Blocked
sales_crm_agent,1,employee,search_records,crm_api,employee_file,4,0,38,0,78,1,0,1,Blocked
data_analytics_agent,4,employee,download_file,finance_erp_api,payroll_record,5,0,94,0,95,1,0,1,Blocked
it_helpdesk_agent,1,analyst,send_email,email_api,public_knowledge_base,1,1,9,0,48,0,1,1,Allowed
procurement_agent,3,employee,read_record,database_api,payroll_record,5,0,50,0,71,1,0,1,Blocked
customer_support_agent,4,manager,read_record,finance_erp_api,customer_profile,3,0,37,0,38,0,2,1,Blocked
customer_support_agent,3,employee,approve_payment,finance_erp_api,meeting_notes,2,0,75,0,26,1,1,1,Blocked
executive_assistant_agent,4,employee,read_record,hris_api,invoice,3,0,37,0,47,0,1,1,Blocked
it_helpdesk_agent,3,analyst,export_report,crm_api,invoice,3,0,63,0,70,0,0,1,Blocked
executive_assistant_agent,2,guest,update_record,database_api,customer_profile,3,1,51,0,42,0,0,1,Allowed
it_helpdesk_agent,3,vendor,search_records,database_api,support_ticket,2,0,42,0,38,0,2,1,Blocked
it_helpdesk_agent,4,analyst,run_script,file_storage_api,financial_record,4,0,100,0,74,1,0,1,Blocked
customer_support_agent,5,analyst,update_record,crm_api,employee_file,4,1,75,0,51,1,2,1,Needs_Human_Approval
sales_crm_agent,2,employee,download_file,file_storage_api,support_ticket,2,0,62,0,57,0,7,1,Blocked
finance_reconciliation_agent,2,admin,change_permission,identity_provider_api,contract_document,3,0,100,0,51,1,0,1,Blocked
hr_onboarding_agent,3,contractor,read_record,contract_repository_api,audit_log,4,0,68,1,75,1,3,1,Blocked
customer_support_agent,3,security_admin,send_email,finance_erp_api,support_ticket,2,1,31,0,43,0,0,1,Allowed
security_monitoring_agent,1,analyst,delete_record,hris_api,source_code_repo,4,0,100,0,62,0,0,1,Blocked
legal_contract_agent,3,analyst,read_record,contract_repository_api,sales_pipeline,3,0,44,0,45,0,1,1,Blocked
customer_support_agent,1,manager,run_script,devops_ci_api,system_config,4,1,83,0,31,1,0,1,Blocked
executive_assistant_agent,3,guest,read_record,file_storage_api,audit_log,4,1,32,0,57,0,0,1,Allowed
finance_reconciliation_agent,4,security_admin,read_record,crm_api,invoice,3,1,4,0,35,0,0,1,Allowed
customer_support_agent,3,employee,run_script,devops_ci_api,meeting_notes,2,0,93,0,38,1,0,1,Blocked
devops_release_agent,3,vendor,read_record,email_api,payroll_record,5,0,78,0,84,1,1,1,Blocked
customer_support_agent,4,manager,download_file,database_api,payroll_record,5,1,69,0,84,1,0,1,Needs_Human_Approval
executive_assistant_agent,4,service_account,update_record,ticketing_api,access_policy,5,0,98,0,70,1,2,1,Blocked
executive_assistant_agent,3,guest,search_records,hris_api,public_knowledge_base,1,0,15,0,37,1,1,1,Blocked
customer_support_agent,1,security_admin,delete_record,database_api,public_knowledge_base,1,1,45,0,14,1,0,1,Needs_Human_Approval
customer_support_agent,5,manager,export_report,identity_provider_api,invoice,4,1,78,0,62,1,0,1,Needs_Human_Approval
sales_crm_agent,3,analyst,send_email,email_api,financial_record,4,0,62,0,91,0,1,1,Blocked
finance_reconciliation_agent,3,manager,read_record,database_api,invoice,3,1,22,0,32,0,0,1,Allowed
security_monitoring_agent,4,manager,send_email,email_api,payroll_record,5,0,78,0,98,1,1,1,Blocked
customer_support_agent,4,employee,export_report,finance_erp_api,sales_pipeline,3,1,69,0,61,1,3,0,Needs_Human_Approval
security_monitoring_agent,4,manager,export_report,database_api,customer_profile,3,0,62,0,69,0,0,1,Blocked
sales_crm_agent,4,guest,read_record,database_api,public_knowledge_base,2,0,39,0,36,0,1,1,Blocked
it_helpdesk_agent,1,service_account,run_script,file_storage_api,access_policy,5,1,100,0,59,1,0,1,Blocked
it_helpdesk_agent,3,vendor,download_file,file_storage_api,public_knowledge_base,1,0,52,0,69,0,0,1,Blocked
sales_crm_agent,4,service_account,send_email,ticketing_api,sales_pipeline,3,1,45,0,58,0,0,1,Allowed
sales_crm_agent,4,analyst,read_record,identity_provider_api,access_policy,5,0,75,0,60,1,1,0,Blocked
it_helpdesk_agent,3,guest,update_record,crm_api,invoice,3,1,100,1,61,1,2,0,Blocked
it_helpdesk_agent,3,service_account,create_ticket,ticketing_api,api_key_secret,5,0,51,0,81,1,1,1,Blocked
data_analytics_agent,3,vendor,read_record,crm_api,public_knowledge_base,1,0,34,0,35,0,3,1,Blocked
sales_crm_agent,2,manager,send_email,email_api,public_knowledge_base,1,1,6,0,49,0,0,1,Allowed
devops_release_agent,4,manager,download_file,database_api,customer_profile,2,0,74,0,56,1,5,1,Blocked
procurement_agent,3,analyst,read_record,database_api,support_ticket,2,0,67,1,42,1,0,1,Blocked
security_monitoring_agent,4,contractor,delete_record,crm_api,audit_log,4,0,100,1,84,1,1,0,Blocked
finance_reconciliation_agent,3,analyst,send_email,email_api,customer_profile,3,1,32,0,72,0,0,1,Needs_Human_Approval
customer_support_agent,3,vendor,run_script,devops_ci_api,system_config,4,0,100,0,56,1,0,1,Blocked
sales_crm_agent,3,employee,search_records,crm_api,public_knowledge_base,1,1,2,0,15,0,0,1,Allowed
sales_crm_agent,3,employee,search_records,crm_api,support_ticket,2,0,32,0,30,0,2,1,Blocked
data_analytics_agent,3,employee,search_records,database_api,sales_pipeline,3,1,29,0,36,0,4,1,Allowed
security_monitoring_agent,4,contractor,read_record,file_storage_api,payroll_record,5,0,62,0,88,1,0,1,Blocked
it_helpdesk_agent,3,contractor,approve_payment,finance_erp_api,public_knowledge_base,1,1,67,0,2,1,6,1,Needs_Human_Approval
finance_reconciliation_agent,2,service_account,approve_payment,finance_erp_api,source_code_repo,4,1,80,0,44,1,0,1,Needs_Human_Approval
customer_support_agent,3,employee,approve_payment,finance_erp_api,support_ticket,2,1,63,0,26,1,2,1,Needs_Human_Approval
devops_release_agent,3,analyst,approve_payment,finance_erp_api,support_ticket,1,0,63,0,21,1,0,1,Blocked
finance_reconciliation_agent,3,guest,read_record,ticketing_api,public_knowledge_base,1,0,46,0,31,0,3,1,Blocked
finance_reconciliation_agent,3,admin,read_record,file_storage_api,payroll_record,5,1,30,0,67,1,1,1,Needs_Human_Approval
security_monitoring_agent,3,manager,approve_payment,finance_erp_api,system_config,4,1,73,0,54,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,analyst,delete_record,database_api,access_policy,5,0,100,0,62,1,5,1,Blocked
security_monitoring_agent,5,employee,read_record,database_api,invoice,3,0,43,0,44,0,0,1,Blocked
sales_crm_agent,4,manager,read_record,contract_repository_api,invoice,3,0,36,0,47,0,0,1,Blocked
it_helpdesk_agent,5,guest,update_record,hris_api,invoice,3,0,80,0,59,1,0,1,Blocked
security_monitoring_agent,5,employee,change_permission,identity_provider_api,sales_pipeline,2,0,100,0,35,1,0,0,Blocked
hr_onboarding_agent,3,manager,search_records,crm_api,access_policy,5,0,61,0,71,0,0,1,Blocked
security_monitoring_agent,4,guest,update_record,database_api,public_knowledge_base,1,0,61,0,28,0,2,0,Blocked
security_monitoring_agent,4,service_account,export_report,crm_api,customer_profile,3,0,74,0,69,1,1,1,Blocked
executive_assistant_agent,2,contractor,export_report,database_api,sales_pipeline,3,0,65,0,62,1,0,1,Blocked
sales_crm_agent,4,manager,read_record,hris_api,employee_file,4,1,44,0,51,0,3,1,Allowed
finance_reconciliation_agent,3,security_admin,approve_payment,finance_erp_api,api_key_secret,5,0,100,0,78,1,2,1,Blocked
it_helpdesk_agent,2,employee,search_records,hris_api,employee_file,5,0,52,0,68,1,1,1,Blocked
devops_release_agent,4,service_account,export_report,ticketing_api,api_key_secret,5,1,80,0,83,1,0,1,Needs_Human_Approval
devops_release_agent,2,analyst,export_report,crm_api,financial_record,4,0,71,0,87,1,3,1,Blocked
hr_onboarding_agent,4,admin,update_record,ticketing_api,public_knowledge_base,1,1,23,0,11,0,0,1,Allowed
legal_contract_agent,5,contractor,download_file,database_api,employee_file,4,0,100,1,100,1,2,1,Blocked
security_monitoring_agent,4,employee,read_record,finance_erp_api,employee_file,4,0,62,0,68,0,2,1,Blocked
legal_contract_agent,4,admin,search_records,ticketing_api,public_knowledge_base,1,0,33,0,27,0,5,1,Blocked
procurement_agent,4,analyst,export_report,finance_erp_api,invoice,3,0,56,0,67,0,1,1,Blocked
finance_reconciliation_agent,3,employee,send_email,email_api,financial_record,4,1,46,0,95,0,0,1,Blocked
sales_crm_agent,1,employee,update_record,crm_api,financial_record,4,0,66,0,64,1,1,1,Blocked
finance_reconciliation_agent,3,employee,view_audit_log,file_storage_api,sales_pipeline,2,1,36,0,34,0,0,1,Allowed
it_helpdesk_agent,3,manager,send_email,crm_api,api_key_secret,5,1,69,0,83,1,0,1,Needs_Human_Approval
procurement_agent,3,vendor,read_record,contract_repository_api,public_knowledge_base,1,0,38,0,44,0,1,0,Blocked
customer_support_agent,1,admin,export_report,finance_erp_api,sales_pipeline,3,1,38,0,56,1,2,1,Needs_Human_Approval
hr_onboarding_agent,2,employee,search_records,hris_api,access_policy,5,0,37,0,77,1,0,1,Blocked
customer_support_agent,5,manager,read_record,file_storage_api,system_config,4,1,47,0,54,0,2,1,Allowed
sales_crm_agent,3,employee,search_records,hris_api,access_policy,5,0,55,0,63,1,0,0,Blocked
it_helpdesk_agent,4,analyst,approve_payment,crm_api,customer_profile,3,1,82,0,31,1,1,1,Blocked
sales_crm_agent,4,employee,delete_record,finance_erp_api,invoice,3,0,99,0,46,1,1,1,Blocked
customer_support_agent,3,analyst,search_records,hris_api,customer_profile,3,1,13,0,40,0,0,1,Allowed
customer_support_agent,3,service_account,create_ticket,ticketing_api,audit_log,3,1,22,0,28,0,6,1,Allowed
procurement_agent,3,guest,download_file,crm_api,api_key_secret,5,0,99,0,97,1,0,1,Blocked
security_monitoring_agent,2,guest,read_record,finance_erp_api,support_ticket,2,1,13,0,28,0,0,1,Allowed
sales_crm_agent,1,manager,search_records,database_api,payroll_record,5,0,42,0,76,1,0,1,Blocked
sales_crm_agent,3,contractor,download_file,devops_ci_api,public_knowledge_base,1,0,55,0,58,0,0,1,Blocked
data_analytics_agent,2,analyst,export_report,finance_erp_api,customer_profile,3,1,41,0,60,0,1,1,Allowed
hr_onboarding_agent,3,analyst,export_report,siem_api,support_ticket,2,1,32,0,34,0,0,1,Allowed
legal_contract_agent,3,analyst,run_script,devops_ci_api,support_ticket,2,0,100,0,40,1,1,1,Blocked
finance_reconciliation_agent,4,manager,read_record,contract_repository_api,public_knowledge_base,1,0,22,0,28,0,2,1,Blocked
procurement_agent,3,manager,search_records,ticketing_api,public_knowledge_base,1,1,2,0,6,0,0,1,Allowed
it_helpdesk_agent,3,service_account,download_file,database_api,contract_document,3,1,47,0,52,0,0,1,Allowed
customer_support_agent,3,security_admin,search_records,crm_api,employee_file,4,0,66,0,69,1,2,1,Blocked
finance_reconciliation_agent,3,security_admin,read_record,crm_api,invoice,3,1,24,0,36,0,2,1,Allowed
devops_release_agent,3,service_account,read_record,finance_erp_api,customer_profile,3,1,25,0,36,0,2,1,Allowed
it_helpdesk_agent,4,contractor,download_file,file_storage_api,public_knowledge_base,1,1,24,0,46,0,0,1,Allowed
sales_crm_agent,3,employee,delete_record,crm_api,customer_profile,3,1,71,0,35,1,0,1,Needs_Human_Approval
sales_crm_agent,3,analyst,search_records,database_api,access_policy,5,0,82,1,82,1,1,1,Blocked
procurement_agent,2,analyst,export_report,database_api,sales_pipeline,3,0,80,0,68,1,4,1,Blocked
customer_support_agent,3,vendor,download_file,finance_erp_api,financial_record,3,0,74,0,69,1,0,1,Blocked
it_helpdesk_agent,4,security_admin,update_record,finance_erp_api,customer_profile,3,1,53,0,46,0,0,1,Allowed
security_monitoring_agent,5,analyst,create_ticket,ticketing_api,public_knowledge_base,1,0,18,0,23,0,2,1,Blocked
security_monitoring_agent,4,service_account,read_record,file_storage_api,public_knowledge_base,1,0,22,0,42,0,1,1,Blocked
security_monitoring_agent,4,service_account,send_email,email_api,public_knowledge_base,1,0,31,0,62,0,0,1,Blocked
data_analytics_agent,4,contractor,read_record,finance_erp_api,invoice,4,1,31,0,39,0,0,1,Allowed
sales_crm_agent,1,employee,read_record,crm_api,public_knowledge_base,1,0,13,0,29,0,2,1,Blocked
legal_contract_agent,2,contractor,run_script,devops_ci_api,sales_pipeline,3,0,100,1,80,1,0,1,Blocked
customer_support_agent,2,contractor,create_ticket,ticketing_api,financial_record,4,1,22,0,48,0,2,1,Allowed
procurement_agent,4,employee,search_records,hris_api,sales_pipeline,3,1,27,0,28,0,4,1,Allowed
data_analytics_agent,3,manager,export_report,finance_erp_api,invoice,3,1,49,0,53,0,2,1,Allowed
security_monitoring_agent,3,manager,search_records,finance_erp_api,audit_log,4,1,29,0,43,0,0,0,Allowed
sales_crm_agent,5,contractor,download_file,contract_repository_api,system_config,4,0,100,1,100,1,1,1,Blocked
customer_support_agent,4,security_admin,read_record,database_api,support_ticket,2,1,2,0,28,0,0,1,Allowed
hr_onboarding_agent,3,admin,send_email,email_api,invoice,3,0,53,0,83,0,0,1,Blocked
finance_reconciliation_agent,3,manager,create_ticket,ticketing_api,employee_file,4,0,44,0,69,0,0,1,Blocked
sales_crm_agent,2,employee,export_report,ticketing_api,customer_profile,3,1,54,0,54,0,0,1,Allowed
security_monitoring_agent,1,employee,approve_payment,finance_erp_api,employee_file,4,1,73,0,51,1,0,1,Needs_Human_Approval
data_analytics_agent,3,service_account,export_report,email_api,source_code_repo,5,0,100,0,100,1,0,0,Blocked
customer_support_agent,2,vendor,run_script,devops_ci_api,employee_file,4,0,100,0,54,1,0,1,Blocked
it_helpdesk_agent,4,manager,search_records,crm_api,employee_file,4,1,26,0,55,0,0,1,Allowed
legal_contract_agent,4,manager,send_email,crm_api,employee_file,4,1,64,0,77,0,0,1,Needs_Human_Approval
devops_release_agent,1,security_admin,search_records,crm_api,employee_file,4,1,15,0,58,0,1,1,Allowed
customer_support_agent,3,employee,delete_record,database_api,customer_profile,3,0,100,0,61,1,1,1,Blocked
security_monitoring_agent,4,employee,create_ticket,file_storage_api,api_key_secret,5,0,88,0,83,1,5,1,Blocked
security_monitoring_agent,3,contractor,read_record,database_api,financial_record,4,0,57,0,81,0,1,1,Blocked
it_helpdesk_agent,3,employee,search_records,crm_api,system_config,4,1,32,0,48,0,4,1,Allowed
hr_onboarding_agent,4,analyst,read_record,crm_api,employee_file,4,1,38,0,66,0,0,1,Needs_Human_Approval
it_helpdesk_agent,3,employee,read_record,finance_erp_api,customer_profile,3,0,41,0,52,0,1,1,Blocked
finance_reconciliation_agent,5,analyst,search_records,hris_api,invoice,3,1,38,0,36,0,3,1,Allowed
customer_support_agent,3,contractor,read_record,identity_provider_api,payroll_record,5,0,69,0,76,1,0,1,Blocked
security_monitoring_agent,5,employee,update_record,database_api,financial_record,4,0,88,0,56,1,0,1,Blocked
customer_support_agent,2,employee,update_record,crm_api,access_policy,5,0,85,0,59,1,2,1,Blocked
it_helpdesk_agent,3,security_admin,search_records,hris_api,sales_pipeline,3,1,2,0,38,0,0,1,Allowed
it_helpdesk_agent,3,analyst,search_records,hris_api,support_ticket,2,0,29,0,40,0,0,1,Blocked
hr_onboarding_agent,5,service_account,sync_external_app,crm_api,public_knowledge_base,1,1,56,0,43,0,0,1,Allowed
legal_contract_agent,2,employee,export_report,crm_api,public_knowledge_base,1,0,48,0,55,0,0,1,Blocked
finance_reconciliation_agent,4,employee,run_script,devops_ci_api,customer_profile,3,0,100,0,44,1,0,0,Blocked
legal_contract_agent,3,security_admin,download_file,database_api,support_ticket,2,0,57,0,51,0,2,1,Blocked
data_analytics_agent,3,analyst,search_records,ticketing_api,employee_file,4,1,19,0,50,0,0,1,Allowed
data_analytics_agent,4,manager,send_email,email_api,financial_record,4,1,45,0,97,0,1,0,Blocked
hr_onboarding_agent,4,employee,search_records,crm_api,contract_document,3,0,42,0,38,0,0,1,Blocked
it_helpdesk_agent,3,manager,read_record,contract_repository_api,sales_pipeline,3,1,16,0,25,0,1,1,Allowed
security_monitoring_agent,1,vendor,send_email,email_api,customer_profile,3,0,46,0,84,0,0,1,Blocked
finance_reconciliation_agent,3,employee,update_record,file_storage_api,meeting_notes,2,0,82,0,49,1,3,1,Blocked
data_analytics_agent,2,employee,export_report,ticketing_api,sales_pipeline,2,1,50,0,48,0,0,1,Allowed
it_helpdesk_agent,4,analyst,search_records,file_storage_api,public_knowledge_base,1,1,39,1,56,0,0,1,Blocked
customer_support_agent,1,service_account,read_record,hris_api,customer_profile,3,1,7,0,36,0,0,1,Allowed
it_helpdesk_agent,2,vendor,create_ticket,ticketing_api,public_knowledge_base,1,0,21,0,29,0,2,1,Blocked
data_analytics_agent,5,manager,export_report,devops_ci_api,customer_profile,3,0,82,0,62,1,0,1,Blocked
finance_reconciliation_agent,3,manager,read_record,hris_api,api_key_secret,5,0,96,1,87,1,3,0,Blocked
data_analytics_agent,4,admin,update_record,hris_api,contract_document,3,0,81,0,41,1,3,1,Blocked
data_analytics_agent,3,manager,read_record,hris_api,financial_record,4,1,28,0,75,0,0,1,Needs_Human_Approval
security_monitoring_agent,5,employee,export_report,crm_api,invoice,3,0,70,0,75,1,1,1,Blocked
security_monitoring_agent,3,employee,view_audit_log,file_storage_api,source_code_repo,5,0,87,0,60,1,0,1,Blocked
legal_contract_agent,4,contractor,send_email,email_api,public_knowledge_base,1,0,64,1,89,0,0,1,Blocked
finance_reconciliation_agent,3,guest,export_report,crm_api,public_knowledge_base,1,0,55,0,56,0,1,0,Blocked
data_analytics_agent,2,analyst,search_records,finance_erp_api,access_policy,5,0,43,0,67,1,0,1,Blocked
finance_reconciliation_agent,4,analyst,export_report,siem_api,financial_record,4,1,66,0,73,1,0,1,Needs_Human_Approval
security_monitoring_agent,4,manager,export_report,finance_erp_api,contract_document,3,0,81,0,75,1,0,1,Blocked
finance_reconciliation_agent,4,manager,read_record,crm_api,support_ticket,2,0,45,0,32,0,2,1,Blocked
finance_reconciliation_agent,2,service_account,read_record,finance_erp_api,support_ticket,2,1,2,0,25,0,0,1,Allowed
sales_crm_agent,5,admin,search_records,database_api,support_ticket,2,0,16,0,40,0,1,1,Blocked
data_analytics_agent,2,contractor,search_records,database_api,invoice,3,1,15,0,34,0,1,1,Allowed
devops_release_agent,5,service_account,update_record,file_storage_api,invoice,3,1,75,0,43,1,0,0,Needs_Human_Approval
data_analytics_agent,5,employee,run_script,devops_ci_api,public_knowledge_base,1,0,92,0,29,1,0,1,Blocked
sales_crm_agent,2,analyst,delete_record,identity_provider_api,support_ticket,2,0,100,0,39,1,0,1,Blocked
customer_support_agent,5,contractor,search_records,devops_ci_api,source_code_repo,4,0,63,0,54,0,0,1,Blocked
devops_release_agent,5,guest,approve_payment,siem_api,support_ticket,2,0,100,0,35,1,0,0,Blocked
legal_contract_agent,3,vendor,search_records,external_webhook,contract_document,3,0,54,0,48,0,0,1,Blocked
security_monitoring_agent,3,contractor,run_script,devops_ci_api,invoice,3,0,100,0,47,1,0,1,Blocked
hr_onboarding_agent,3,analyst,read_record,database_api,sales_pipeline,3,0,45,0,41,0,1,1,Blocked
it_helpdesk_agent,5,admin,update_record,crm_api,public_knowledge_base,1,1,31,0,4,0,0,1,Allowed
it_helpdesk_agent,3,analyst,read_record,database_api,public_knowledge_base,1,1,16,0,10,0,6,1,Allowed
it_helpdesk_agent,3,manager,delete_record,database_api,audit_log,4,1,90,0,44,1,6,1,Blocked
data_analytics_agent,2,employee,update_record,finance_erp_api,sales_pipeline,3,1,39,0,45,0,0,1,Allowed
procurement_agent,2,manager,view_audit_log,siem_api,audit_log,4,0,59,0,56,0,1,1,Blocked
it_helpdesk_agent,4,guest,export_report,finance_erp_api,system_config,5,0,91,0,94,1,1,1,Blocked
procurement_agent,3,analyst,read_record,finance_erp_api,support_ticket,2,0,28,0,26,0,0,1,Blocked
data_analytics_agent,4,employee,read_record,contract_repository_api,public_knowledge_base,1,0,25,0,31,0,1,1,Blocked
it_helpdesk_agent,2,manager,search_records,identity_provider_api,customer_profile,3,0,40,0,43,0,0,1,Blocked
security_monitoring_agent,1,analyst,export_report,database_api,financial_record,4,1,38,0,83,0,0,1,Needs_Human_Approval
sales_crm_agent,2,guest,download_file,database_api,sales_pipeline,3,1,74,1,83,1,1,1,Blocked
it_helpdesk_agent,4,vendor,search_records,finance_erp_api,public_knowledge_base,1,1,12,0,34,0,0,1,Allowed
sales_crm_agent,3,analyst,search_records,database_api,sales_pipeline,3,1,12,0,30,0,1,1,Allowed
finance_reconciliation_agent,3,analyst,update_record,hris_api,support_ticket,2,0,76,0,44,1,3,1,Blocked
it_helpdesk_agent,3,employee,update_record,identity_provider_api,system_config,4,1,80,0,43,1,2,1,Needs_Human_Approval
it_helpdesk_agent,2,manager,delete_record,hris_api,financial_record,4,1,82,0,49,1,0,1,Blocked
customer_support_agent,4,analyst,download_file,file_storage_api,api_key_secret,5,0,96,0,100,1,0,1,Blocked
hr_onboarding_agent,2,employee,update_record,hris_api,audit_log,4,0,76,0,70,1,1,1,Blocked
data_analytics_agent,5,employee,read_record,finance_erp_api,public_knowledge_base,1,1,9,0,15,0,1,1,Allowed
customer_support_agent,5,security_admin,update_record,ticketing_api,financial_record,4,0,85,0,74,1,1,1,Blocked
data_analytics_agent,3,guest,search_records,finance_erp_api,public_knowledge_base,1,1,10,0,17,1,0,1,Needs_Human_Approval
it_helpdesk_agent,4,service_account,update_record,hris_api,support_ticket,2,1,34,0,36,0,0,1,Allowed
it_helpdesk_agent,4,analyst,download_file,contract_repository_api,customer_profile,4,1,59,0,58,0,2,1,Needs_Human_Approval
security_monitoring_agent,5,analyst,create_ticket,ticketing_api,employee_file,4,0,64,0,59,0,3,1,Blocked
sales_crm_agent,4,analyst,approve_payment,finance_erp_api,source_code_repo,4,1,82,0,41,1,0,1,Blocked
finance_reconciliation_agent,2,employee,read_record,email_api,payroll_record,5,0,73,0,83,1,0,1,Blocked
security_monitoring_agent,4,analyst,update_record,finance_erp_api,support_ticket,2,1,48,0,28,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,2,employee,delete_record,file_storage_api,support_ticket,2,0,96,0,36,1,0,1,Blocked
finance_reconciliation_agent,2,admin,search_records,finance_erp_api,system_config,3,1,3,0,29,0,0,1,Allowed
finance_reconciliation_agent,2,manager,search_records,crm_api,customer_profile,3,1,10,0,32,0,0,1,Allowed
hr_onboarding_agent,4,employee,download_file,file_storage_api,audit_log,4,1,63,0,81,0,1,1,Needs_Human_Approval
customer_support_agent,4,service_account,read_record,hris_api,public_knowledge_base,1,1,2,0,5,0,0,1,Allowed
sales_crm_agent,2,vendor,read_record,crm_api,public_knowledge_base,1,1,2,0,20,0,0,1,Allowed
security_monitoring_agent,5,analyst,update_record,crm_api,customer_profile,3,0,90,0,46,1,4,0,Blocked
customer_support_agent,4,vendor,export_report,finance_erp_api,source_code_repo,4,0,89,0,79,1,1,1,Blocked
security_monitoring_agent,2,vendor,search_records,database_api,audit_log,4,1,35,0,34,0,0,1,Allowed
legal_contract_agent,3,admin,export_report,database_api,public_knowledge_base,2,0,71,0,54,1,2,1,Blocked
sales_crm_agent,4,admin,search_records,finance_erp_api,payroll_record,5,0,57,0,78,1,1,1,Blocked
it_helpdesk_agent,3,manager,run_script,devops_ci_api,support_ticket,1,1,71,0,19,1,0,1,Needs_Human_Approval
sales_crm_agent,3,service_account,sync_external_app,external_webhook,contract_document,3,0,100,0,85,1,3,1,Blocked
it_helpdesk_agent,4,admin,create_ticket,file_storage_api,payroll_record,5,0,64,0,96,1,1,0,Blocked
security_monitoring_agent,3,security_admin,update_record,crm_api,audit_log,4,1,46,0,40,0,0,1,Allowed
customer_support_agent,4,analyst,send_email,email_api,support_ticket,2,0,49,0,63,0,0,1,Blocked
customer_support_agent,3,security_admin,sync_external_app,external_webhook,support_ticket,2,1,56,0,51,0,0,1,Allowed
it_helpdesk_agent,4,service_account,approve_payment,finance_erp_api,customer_profile,3,0,91,0,38,1,0,1,Blocked
security_monitoring_agent,3,employee,change_permission,identity_provider_api,invoice,3,0,100,0,51,1,1,1,Blocked
finance_reconciliation_agent,3,analyst,create_ticket,ticketing_api,customer_profile,3,0,36,0,47,0,0,1,Blocked
devops_release_agent,5,manager,read_record,crm_api,customer_profile,3,0,47,0,53,0,2,1,Blocked
sales_crm_agent,3,employee,update_record,ticketing_api,financial_record,4,0,88,0,68,1,4,1,Blocked
customer_support_agent,4,manager,update_record,ticketing_api,employee_file,4,0,88,0,63,1,0,1,Blocked
sales_crm_agent,3,guest,read_record,finance_erp_api,sales_pipeline,3,1,32,0,27,0,0,1,Allowed
customer_support_agent,3,employee,download_file,contract_repository_api,employee_file,4,1,97,1,91,1,3,1,Blocked
procurement_agent,1,admin,read_record,email_api,contract_document,3,1,21,0,38,0,0,1,Allowed
customer_support_agent,3,vendor,send_email,email_api,financial_record,4,0,74,0,99,1,1,1,Blocked
sales_crm_agent,1,guest,create_ticket,ticketing_api,invoice,3,0,39,0,44,0,0,1,Blocked
customer_support_agent,2,guest,export_report,siem_api,access_policy,5,0,100,0,81,1,4,0,Blocked
customer_support_agent,2,employee,read_record,finance_erp_api,public_knowledge_base,1,0,7,0,29,0,0,1,Blocked
hr_onboarding_agent,4,admin,update_record,devops_ci_api,financial_record,3,0,86,0,60,1,2,1,Blocked
customer_support_agent,3,manager,delete_record,crm_api,customer_profile,3,1,74,0,41,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,admin,send_email,crm_api,support_ticket,3,0,61,0,71,0,0,1,Blocked
finance_reconciliation_agent,5,employee,search_records,database_api,sales_pipeline,3,0,54,1,64,0,0,1,Blocked
customer_support_agent,2,employee,approve_payment,finance_erp_api,customer_profile,3,0,94,0,47,1,0,1,Blocked
devops_release_agent,4,vendor,send_email,email_api,public_knowledge_base,1,0,41,0,59,0,1,1,Blocked
customer_support_agent,3,security_admin,create_ticket,ticketing_api,public_knowledge_base,1,1,2,0,24,0,2,1,Allowed
customer_support_agent,3,guest,export_report,siem_api,financial_record,4,0,100,0,94,1,6,1,Blocked
customer_support_agent,4,analyst,download_file,contract_repository_api,sales_pipeline,3,0,66,0,70,1,0,1,Blocked
it_helpdesk_agent,4,contractor,search_records,hris_api,customer_profile,3,0,67,1,70,1,3,1,Blocked
it_helpdesk_agent,4,contractor,approve_payment,file_storage_api,public_knowledge_base,1,0,89,0,28,1,0,1,Blocked
security_monitoring_agent,4,guest,search_records,finance_erp_api,public_knowledge_base,1,0,29,0,31,0,0,1,Blocked
data_analytics_agent,5,contractor,create_ticket,ticketing_api,invoice,3,1,18,0,40,0,0,1,Allowed
